Function                                                                                                                                                         CPU Time  CPU Time:Effective Time  CPU Time:Spin Time  CPU Time:Spin Time:Imbalance or Serial Spinning  CPU Time:Spin Time:Lock Contention  CPU Time:Spin Time:Other  CPU Time:Overhead Time  CPU Time:Overhead Time:Creation  CPU Time:Overhead Time:Scheduling  CPU Time:Overhead Time:Reduction  CPU Time:Overhead Time:Atomics  CPU Time:Overhead Time:Other  Module           Function (Full)                                                                                                                                                                                                                                                                                                                                                                                                            Source File     Start Address
std::basic_ofstream<char, std::char_traits<char>>::close                                                                                                           0.031s                   0.031s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::basic_ofstream<char, std::char_traits<char>>::close(void)                                                                                                                                                                                                                                                                                                                                                             fstream         0x4b1b90     
LB::getY                                                                                                                                                           0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           LB::getY(unsigned int const&) const                                                                                                                                                                                                                                                                                                                                                                                        LB.cpp          0x451430     
operator*                                                                                                                                                          0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           operator*(double const&, tVect const&)                                                                                                                                                                                                                                                                                                                                                                                     myvector.inl    0x45cd9a     
node::initialize                                                                                                                                                   0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           node::initialize(double const&, tVect const&, double const&, double const&, tVect const&, double const&, tVect const&)                                                                                                                                                                                                                                                                                                     node.cpp        0x464780     
tVect::operator*                                                                                                                                                   0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::operator*(double const&) const                                                                                                                                                                                                                                                                                                                                                                                      myvector.inl    0x4424d4     
func@0x403600                                                                                                                                                      0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           func@0x403600                                                                                                                                                                                                                                                                                                                                                                                                              [Unknown]       0x403600     
func@0x4036e0                                                                                                                                                      0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           func@0x4036e0                                                                                                                                                                                                                                                                                                                                                                                                              [Unknown]       0x4036e0     
tVect::operator-                                                                                                                                                   0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::operator-(tVect const&) const                                                                                                                                                                                                                                                                                                                                                                                       myvector.inl    0x4646d1     
std::operator<<<std::char_traits<char>>                                                                                                                            0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x4427e1     
std::chrono::_V2::steady_clock::now                                                                                                                                0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::chrono::_V2::steady_clock::now(void)                                                                                                                                                                                                                                                                                                                                                                                  chrono.cc       0x474530     
gomp_ptrlock_get                                                                                                                                                   0.030s                   0.030s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_ptrlock_get                                                                                                                                                                                                                                                                                                                                                                                                           ptrlock.h       0x1f820      
[Outside any known module]                                                                                                                                         0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  [Unknown]        [Outside any known module]                                                                                                                                                                                                                                                                                                                                                                                                 [Unknown]       0            
std::vector<node*, std::allocator<node*>>::push_back                                                                                                               0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::push_back(node* const&)                                                                                                                                                                                                                                                                                                                                                         stl_vector.h    0x45ab10     
gomp_sem_wait_slow                                                                                                                                                 0.020s                       0s              0.020s                                               0s                              0.020s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_sem_wait_slow                                                                                                                                                                                                                                                                                                                                                                                                         sem.c           0x20400      
gomp_barrier_wait_end                                                                                                                                              0.020s                       0s              0.020s                                           0.020s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_barrier_wait_end                                                                                                                                                                                                                                                                                                                                                                                                      bar.c           0x20610      
tVect::dot                                                                                                                                                         0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::dot(tVect const&) const                                                                                                                                                                                                                                                                                                                                                                                             myvector.inl    0x45c5ef     
tVect::dot                                                                                                                                                         0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::dot(tVect const&) const                                                                                                                                                                                                                                                                                                                                                                                             myvector.inl    0x46464c     
LB::latticeBolzmannInit                                                                                                                                            0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           LB::latticeBolzmannInit(std::vector<cylinder, std::allocator<cylinder>>&, std::vector<wall, std::allocator<wall>>&, std::vector<particle, std::allocator<particle>>&, std::vector<object, std::allocator<object>>&, bool, bool)                                                                                                                                                                                            LB.cpp          0x404c1a     
node::node                                                                                                                                                         0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           node::node(void)                                                                                                                                                                                                                                                                                                                                                                                                           node.h          0x45ca52     
tVect::operator+=                                                                                                                                                  0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::operator+=(tVect const&)                                                                                                                                                                                                                                                                                                                                                                                            myvector.inl    0x43c450     
node::setOutsideParticle                                                                                                                                           0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           node::setOutsideParticle(void)                                                                                                                                                                                                                                                                                                                                                                                             node.cpp        0x464ed0     
IO::totFluidMass                                                                                                                                                   0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           IO::totFluidMass(LB const&) const                                                                                                                                                                                                                                                                                                                                                                                          IO.cpp          0x43b781     
operator new                                                                                                                                                       0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           operator new(unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                new_op.cc       0x404e37     
tVect::dot                                                                                                                                                         0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::dot(tVect const&) const                                                                                                                                                                                                                                                                                                                                                                                             myvector.inl    0x45c6ef     
std::_Rb_tree_iterator<std::pair<unsigned int const, node>>::operator++                                                                                            0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::_Rb_tree_iterator<std::pair<unsigned int const, node>>::operator++(int)                                                                                                                                                                                                                                                                                                                                               stl_tree.h      0x44f441     
std::ostream::operator<<                                                                                                                                           0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::ostream::operator<<(int)                                                                                                                                                                                                                                                                                                                                                                                              ostream.tcc     0x4d3920     
goCycle                                                                                                                                                            0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           goCycle(IO&, DEM&, LB&)                                                                                                                                                                                                                                                                                                                                                                                                    hybird.cpp      0x428d30     
local_Rb_tree_increment                                                                                                                                            0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           local_Rb_tree_increment                                                                                                                                                                                                                                                                                                                                                                                                    tree.cc         0x473ab0     
std::_Rb_tree_iterator<std::pair<unsigned int const, node>>::operator++                                                                                            0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::_Rb_tree_iterator<std::pair<unsigned int const, node>>::operator++(int)                                                                                                                                                                                                                                                                                                                                               stl_tree.h      0x45bd36     
LB::getPositionX                                                                                                                                                   0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           LB::getPositionX(unsigned int const&) const                                                                                                                                                                                                                                                                                                                                                                                LB.cpp          0x460430     
std::vector<node*, std::allocator<node*>>::size                                                                                                                    0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::size(void) const                                                                                                                                                                                                                                                                                                                                                                stl_vector.h    0x465338     
gomp_sem_post                                                                                                                                                      0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_sem_post                                                                                                                                                                                                                                                                                                                                                                                                              sem.h           0x13fc7      
gomp_iter_static_next                                                                                                                                              0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_iter_static_next                                                                                                                                                                                                                                                                                                                                                                                                      iter.c          0xf4f0       
func@0x403190                                                                                                                                                      0.020s                   0.020s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           func@0x403190                                                                                                                                                                                                                                                                                                                                                                                                              [Unknown]       0x403190     
std::vector<node*, std::allocator<node*>>::push_back                                                                                                               0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::push_back(node* const&)                                                                                                                                                                                                                                                                                                                                                         stl_vector.h    0x462e3e     
local_Rb_tree_rotate_left                                                                                                                                          0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           local_Rb_tree_rotate_left                                                                                                                                                                                                                                                                                                                                                                                                  tree.cc         0x473ef0     
GOMP_ordered_end                                                                                                                                                   0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     GOMP_ordered_end                                                                                                                                                                                                                                                                                                                                                                                                           ordered.c       0x14070      
std::vector<node*, std::allocator<node*>>::push_back                                                                                                               0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::push_back(node* const&)                                                                                                                                                                                                                                                                                                                                                         stl_vector.h    0x463024     
IO::outputStep                                                                                                                                                     0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           IO::outputStep(LB&, DEM&)                                                                                                                                                                                                                                                                                                                                                                                                  IO.cpp          0x404a62     
LB::getIndex                                                                                                                                                       0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           LB::getIndex(unsigned int const&, unsigned int const&, unsigned int const&)                                                                                                                                                                                                                                                                                                                                                LB.cpp          0x45d470     
tVect::operator+                                                                                                                                                   0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::operator+(tVect const&) const                                                                                                                                                                                                                                                                                                                                                                                       myvector.inl    0x46478b     
std::vector<node*, std::allocator<node*>>::push_back                                                                                                               0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::push_back(node* const&)                                                                                                                                                                                                                                                                                                                                                         stl_vector.h    0x45b65c     
tVect::dot                                                                                                                                                         0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::dot(tVect const&) const                                                                                                                                                                                                                                                                                                                                                                                             myvector.inl    0x45bbf6     
tVect::dot                                                                                                                                                         0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::dot(tVect const&) const                                                                                                                                                                                                                                                                                                                                                                                             myvector.inl    0x463d40     
std::_Rb_tree_iterator<std::pair<unsigned int const, node>>::operator++                                                                                            0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::_Rb_tree_iterator<std::pair<unsigned int const, node>>::operator++(int)                                                                                                                                                                                                                                                                                                                                               stl_tree.h      0x45ab35     
LB::latticeBolzmannStep                                                                                                                                            0.010s                   0.010s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           LB::latticeBolzmannStep(std::vector<elmt, std::allocator<elmt>>&, std::vector<particle, std::allocator<particle>>&, std::vector<wall, std::allocator<wall>>&, std::vector<object, std::allocator<object>>&)                                                                                                                                                                                                                LB.cpp          0x4501f0     
__futex_wait                                                                                                                                                       0.010s                       0s              0.010s                                               0s                              0.010s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     __futex_wait                                                                                                                                                                                                                                                                                                                                                                                                               futex.h         0x2048a      
